id,Type,Subtype,City,Country,Description,Price
0806,accommodation,Guesthouse,Budva,Montenegro,Guesthouse Budva – Guesthouse near Slovenska Beach,45.0
0807,accommodation,Luxury Hotel,Budva,Montenegro,Avala Resort & Villas – 5-star luxury hotel with beach,250.0
0808,accommodation,Luxury Hotel,Budva,Montenegro,Hotel Splendid – 5-star luxury hotel with spa,220.0
0809,accommodation,Guesthouse,Budva,Montenegro,Riad Budva – Guesthouse near Mogren Beach,50.0
0810,accommodation,Hostel,Budva,Montenegro,Hostel Montenegro Freedom – Budget hostel near Budva Riviera,16.0
0811,accommodation,Luxury Hotel,Budva,Montenegro,Dukley Hotel & Resort – 5-star luxury hotel with private beach,270.0
0812,accommodation,Hotel,Budva,Montenegro,Hotel Montenegro – 4-star hotel with beach access,120.0
0813,accommodation,Hotel,Budva,Montenegro,Iberostar Bellevue – 4-star hotel with all-inclusive,130.0
0814,accommodation,Hostel,Kotor,Montenegro,Hostel Old Town Kotor – Budget hostel in historic Kotor,20.0
0815,accommodation,Guesthouse,Kotor,Montenegro,Guesthouse Kotor – Guesthouse near St. Tryphon Cathedral,50.0
0816,accommodation,Hotel,Kotor,Montenegro,Hotel Astoria – 4-star boutique hotel in old town,120.0
0817,accommodation,Luxury Hotel,Kotor,Montenegro,Regent Porto Montenegro – 5-star luxury hotel with marina,300.0
0818,accommodation,Guesthouse,Kotor,Montenegro,Riad Kotor – Guesthouse near Kotor Bay,55.0
0819,accommodation,Hostel,Kotor,Montenegro,Hostel Cent – Simple hostel near Sea Gate,18.0
0820,accommodation,Luxury Hotel,Kotor,Montenegro,Hotel Forza Mare – 5-star luxury hotel with beach,260.0
0821,accommodation,Hotel,Kotor,Montenegro,Hotel Vardar – 4-star hotel in Kotor Old Town,130.0
0822,accommodation,Hotel,Kotor,Montenegro,Hotel Hippocampus – 4-star boutique hotel in old town,140.0
0823,accommodation,Hostel,Podgorica,Montenegro,Hostel Podgorica – Budget hostel near Old Town,15.0
0824,accommodation,Guesthouse,Podgorica,Montenegro,Guesthouse Podgorica – Guesthouse near Morača River,35.0
0825,accommodation,Luxury Hotel,Podgorica,Montenegro,Hilton Podgorica – 5-star luxury hotel in city center,180.0
0826,accommodation,Hotel,Podgorica,Montenegro,Hotel Hemera – 4-star boutique hotel,90.0
0827,accommodation,Guesthouse,Podgorica,Montenegro,Riad Podgorica – Guesthouse near Clock Tower,40.0
0828,accommodation,Hostel,Podgorica,Montenegro,Hostel Izvor – Budget hostel near city park,14.0
0829,accommodation,Hotel,Podgorica,Montenegro,CentreVille Hotel – 4-star hotel with modern design,100.0
0830,accommodation,Hotel,Podgorica,Montenegro,Hotel Podgorica – 4-star hotel with river views,110.0
0831,accommodation,Hotel,Podgorica,Montenegro,Aurea Hotel – 4-star hotel near city center,95.0
0832,accommodation,Hostel,Tivat,Montenegro,Hostel Tivat – Budget hostel near Porto Montenegro,16.0
0833,accommodation,Guesthouse,Tivat,Montenegro,Guesthouse Tivat – Guesthouse near Tivat Bay,40.0
0834,accommodation,Luxury Hotel,Tivat,Montenegro,The Chedi Luštica Bay – 5-star luxury hotel with marina,280.0
0835,accommodation,Hotel,Tivat,Montenegro,Hotel Palma – 4-star hotel near waterfront,110.0
0836,accommodation,Guesthouse,Tivat,Montenegro,Riad Tivat – Guesthouse near Tivat Airport,45.0
0837,accommodation,Hostel,Tivat,Montenegro,Hostel Anton – Simple hostel near marina,15.0
0838,accommodation,Hotel,Tivat,Montenegro,Hotel Pine – 4-star hotel with bay views,100.0
0839,accommodation,Luxury Hotel,Tivat,Montenegro,La Roche Hotel – 5-star luxury hotel with seafront,240.0
0840,accommodation,Hotel,Tivat,Montenegro,Hotel Magnolia – 3-star hotel near Tivat center,80.0
0841,accommodation,Hostel,Ulcinj,Montenegro,Hostel Pirate – Simple hostel near Ulcinj Old Town,14.0
0842,accommodation,Guesthouse,Ulcinj,Montenegro,Guesthouse Ulcinj – Guesthouse near Velika Plaža,35.0
0843,accommodation,Hotel,Ulcinj,Montenegro,Hotel Mediteran – 4-star hotel with sea views,90.0
0844,accommodation,Luxury Hotel,Ulcinj,Montenegro,Palata Venezia – 5-star luxury hotel with beach,200.0
0845,accommodation,Guesthouse,Ulcinj,Montenegro,Riad Ulcinj – Guesthouse near Small Beach,40.0
0846,accommodation,Hostel,Ulcinj,Montenegro,Hostel Ulcinj – Budget hostel near old town,13.0
0847,accommodation,Hotel,Ulcinj,Montenegro,Hotel Otrant – 4-star hotel near Long Beach,90.0
0848,accommodation,Hotel,Ulcinj,Montenegro,Hotel Senator – 4-star hotel with modern amenities,100.0
0849,accommodation,Hotel,Ulcinj,Montenegro,Hotel Albatros – 3-star hotel near Ulcinj coast,70.0
0850,accommodation,Hostel,Agadir,Morocco,"Surf Hostel Agadir – Budget hostel near Taghazout beach, surf lessons",14.0
0851,accommodation,Guesthouse,Agadir,Morocco,"Dar Surf – Guesthouse with ocean views, near Agadir Beach",35.0
0852,accommodation,Luxury Hotel,Agadir,Morocco,Riu Tikida Beach – 5-star all-inclusive resort with beach access,170.0
0853,accommodation,Hotel,Agadir,Morocco,"Hotel Timoulay – 4-star hotel with pool, near Agadir Marina",85.0
0854,accommodation,Guesthouse,Agadir,Morocco,Dar Agadir – Simple guesthouse near souk El Had,30.0
0855,accommodation,Luxury Hotel,Agadir,Morocco,Hotel Royal Atlas – 5-star luxury hotel with beach access,160.0
0856,accommodation,Hostel,Agadir,Morocco,Hostel Tamraght – Budget hostel near surf beaches,13.0
0857,accommodation,Hotel,Agadir,Morocco,"Hotel Argana – 4-star hotel with pool, near beach",75.0
0858,accommodation,Luxury Hotel,Agadir,Morocco,Riu Palace Tikida – 5-star all-inclusive resort with beach,200.0
0859,accommodation,Luxury Hotel,Atlas Mountains,Morocco,Kasbah Tamadot – Sir Richard Branson's retreat offering stunning mountain views and luxurious Berber-style tents. Virgin Limited Edition,800.0
0860,accommodation,Hostel,Casablanca,Morocco,Casablanca Old Town Hostel – A cultural hostel in the historic district with a mix of dorms and private rooms.,25.0
0861,accommodation,Luxury Hotel,Casablanca,Morocco,"Four Seasons Hotel Casablanca – Oceanfront hotel combining modern elegance with Moroccan touches, featuring sea-view rooms. Wikipedia",500.0
0862,accommodation,4‑star Hotel,Casablanca,Morocco,"Hotel Kenzi Tower – Modern 4‑star hotel featuring a pool, city views, and contemporary amenities",150.0
0863,accommodation,Hostel,Casablanca,Morocco,Casa Hostel – Simple hostel near Hassan II Mosque,10.0
0864,accommodation,Guesthouse,Casablanca,Morocco,"Dar Al Beida – Cozy guesthouse in old Casablanca, near souk",30.0
0865,accommodation,Luxury Hotel,Casablanca,Morocco,"Hotel Kenzi Tower – 5-star hotel with city views, modern design",180.0
0866,accommodation,Hotel,Casablanca,Morocco,Hotel Central – 2-star budget hotel in downtown Casablanca,25.0
0867,accommodation,Hotel,Casablanca,Morocco,"Hotel Idou Anfa – 4-star hotel with pool, near Ain Diab",90.0
0868,accommodation,Guesthouse,Casablanca,Morocco,Dar Manar – Simple guesthouse near Old Medina,25.0
0869,accommodation,Hostel,Casablanca,Morocco,Hostel Casablanca – Simple hostel near Maarif district,11.0
0870,accommodation,Luxury Hotel,Casablanca,Morocco,Hyatt Regency Casablanca – 5-star luxury hotel near Old Medina,250.0
0871,accommodation,Hotel,Casablanca,Morocco,Hotel Moroccan House – 3-star hotel with Moroccan decor,40.0
0872,accommodation,Guesthouse,Chefchaouen,Morocco,"Blue City Guesthouse – Off‑beat guesthouse offering stunning mountain views and a relaxed, artistic atmosphere.",15.0
0873,accommodation,Hostel,Chefchaouen,Morocco,Hostel Ronda – Simple hostel in blue streets of Chefchaouen,10.0
0874,accommodation,Guesthouse,Chefchaouen,Morocco,Dar Echchaouen – Traditional guesthouse with mountain views,45.0
0875,accommodation,Hotel,Chefchaouen,Morocco,Lina Ryad & Spa – 4-star riad-style hotel with hammam,70.0
0876,accommodation,Guesthouse,Chefchaouen,Morocco,"Casa Hassan – Boutique guesthouse with cozy rooms, in Medina",50.0
0877,accommodation,Guesthouse,Chefchaouen,Morocco,"Dar Gabriel – Guesthouse with blue-washed charm, near plaza",40.0
0878,accommodation,Hotel,Chefchaouen,Morocco,Hotel Parador – 4-star hotel with mountain views,60.0
0879,accommodation,Hostel,Chefchaouen,Morocco,"Hostel Sofia – Budget hostel in blue alleys, near waterfall",10.0
0880,accommodation,Guesthouse,Chefchaouen,Morocco,"Riad Cherifa – Luxury guesthouse with rooftop, in Medina",70.0
0881,accommodation,Hotel,Chefchaouen,Morocco,Hotel Madrid – 3-star hotel with simple rooms,35.0
0882,accommodation,Hostel,Essaouira,Morocco,"Essaouira Beach Hostel – Casual hostel steps from the beach, with local decor and a laid‑back vibe.",20.0
0883,accommodation,Luxury Hotel,Essaouira,Morocco,"Heure Bleue Palais – Historic riad turned luxury hotel, blending African, European, and Oriental design elements.",350.0
0884,accommodation,Hostel,Essaouira,Morocco,"Rasta Hostel – Laid-back hostel near beach, surf vibe",13.0
0885,accommodation,Guesthouse,Essaouira,Morocco,"Riad Mimouna – Guesthouse with seafront terrace, in Medina",55.0
0886,accommodation,Luxury Hotel,Essaouira,Morocco,"Sofitel Essaouira – 5-star luxury resort with pool, near beach",190.0
0887,accommodation,Hotel,Essaouira,Morocco,"Hotel Le Medina – 4-star hotel with spa, near ramparts",80.0
0888,accommodation,Guesthouse,Essaouira,Morocco,"Dar L’Oussia – Guesthouse with courtyard, near harbor",50.0
0889,accommodation,Luxury Hotel,Essaouira,Morocco,"Hotel Atlas Essaouira – 5-star hotel with spa, beachfront",150.0
0890,accommodation,Hostel,Essaouira,Morocco,Hostel Wave – Surf-themed hostel near beach,12.0
0891,accommodation,Guesthouse,Essaouira,Morocco,Riad Nakhla – Simple guesthouse near ramparts,35.0
0892,accommodation,Hotel,Essaouira,Morocco,"Hotel Des Iles – 4-star hotel near port, with pool",70.0
0893,accommodation,Guesthouse,Fes,Morocco,Fes Medina Guesthouse – Authentic guesthouse tucked in the old medina with traditional architecture and intimate service.,18.0
0894,accommodation,Boutique/Riad,Fes,Morocco,"Riad Fes – Traditional riad featuring intricate Moroccan design, serene courtyards, & authentic local cuisine.",150.0
0895,accommodation,Luxury Hotel,Fez,Morocco,"Palais Faraj Suites & Spa – Restored palace offering panoramic views of the medina, with suites adorned in traditional décor.",450.0
0896,accommodation,Hostel,Fez,Morocco,"Hostel Dar El Yasmine – Budget hostel in Fez Medina, near tanneries",12.0
0897,accommodation,Guesthouse,Fez,Morocco,"Riad Laaroussa – Elegant guesthouse with courtyard, in Fez El Bali",80.0
0898,accommodation,Luxury Hotel,Fez,Morocco,"Hotel Palais Jamai – 5-star hotel overlooking Medina, with spa",150.0
0899,accommodation,Hotel,Fez,Morocco,"Hotel Batha – 3-star hotel near Blue Gate, with pool",45.0
0900,accommodation,Luxury Hotel,Fez,Morocco,"Riad Fes – 5-star riad-style hotel with pool, in Medina",180.0
0901,accommodation,Guesthouse,Fez,Morocco,"Dar Roumana – Cozy guesthouse with rooftop dining, near tanneries",60.0
0902,accommodation,Hostel,Fez,Morocco,Hostel Dar El Medina – Budget hostel near Bab Bou Jeloud,10.0
0903,accommodation,Hotel,Fez,Morocco,"Hotel Volubilis – 4-star hotel with pool, near new town",70.0
0904,accommodation,Guesthouse,Fez,Morocco,"Riad Rcif – Boutique guesthouse with courtyard, in Medina",60.0
0905,accommodation,Luxury Resort,Marrakech,Morocco,"Amanjena Marrakech – Serene resort inspired by Moorish heritage, featuring private pavilions and extensive gardens. Wikipedia",1.0
0906,accommodation,Boutique/Luxury,Marrakech,Morocco,El Fenn – Boutique hotel offering an artistic ambiance with stylish decor & an intimate atmosphere near Koutoubia Mosque.,250.0
0907,accommodation,Boutique Hotel,Marrakech,Morocco,"El Fenn Marrakech – Boutique hotel blending traditional design with modern art, offering a vibrant atmosphere. Wikipedia",400.0
0908,accommodation,Hostel/Guesthouse,Marrakech,Morocco,"Equity Point Marrakech – Vibrant hostel with a social vibe, local artwork, and comfortable dorms and private rooms.",25.0
0909,accommodation,Hostel/Riad,Marrakech,Morocco,"Hostel Riad Nomad – A modern take on the riad experience, blending traditional decor with budget-friendly dorms.",28.0
0910,accommodation,Luxury Hotel,Marrakech,Morocco,"La Mamounia – Iconic 5‑star luxury hotel blending Moroccan opulence with modern comforts, renowned for lush gardens & historic charm.",500.0
0911,accommodation,Luxury Hotel,Marrakech,Morocco,La Mamounia Marrakech – Iconic palace hotel with exquisite gardens and traditional Moroccan architecture. Wikipedia,600.0
0912,accommodation,Luxury Hotel,Marrakech,Morocco,Mandarin Oriental Marrakech – Contemporary luxury with private villas and a world-class spa amidst olive groves. The Times,900.0
0913,accommodation,Guesthouse/Riad,Marrakech,Morocco,Marrakech Urban Riad – An intimate riad blending old‑world charm with modern comforts in a quieter neighborhood.,28.0
0914,accommodation,Boutique/Luxury,Marrakech,Morocco,"Riad Kniza – Traditional riad with a charming courtyard, rooftop terrace, and authentic Moroccan cuisine",250.0
0915,accommodation,Guesthouse/Riad,Marrakech,Morocco,Riad Marrakech Rouge – Traditional riad in the heart of the Medina with communal dining & authentic decor.,25.0
0916,accommodation,Luxury Hotel,Marrakech,Morocco,"Royal Mansour Marrakech – Ultra-luxurious riads commissioned by King Mohammed VI, offering unparalleled privacy and service. The Times",1.0
0917,accommodation,Hostel,Marrakech,Morocco,"Riad Dia – Lively hostel in the Medina with a small pool and rooftop terrace, near Jemaa El Fna",15.0
0918,accommodation,Hostel,Marrakech,Morocco,"Hostel Riad Marrakech Rouge – Colorful hostel with a vibrant vibe, rooftop views, and shared dorms in the Medina",12.0
0919,accommodation,Hostel,Marrakech,Morocco,"Kasbah Red Castel Hostel – Quiet hostel in the Kasbah area, close to Saadian Tombs, with communal lounge",10.0
0920,accommodation,Hostel,Marrakech,Morocco,"Peekaboo Hostel – Central Medina location, modern dorms, and rooftop terrace, near Orientalist Museum",14.0
0921,accommodation,Hostel,Marrakech,Morocco,"Sun Hostel – Budget-friendly with shared kitchen, 8km from Medina, near Koutoubia Mosque",11.0
0922,accommodation,Hostel,Marrakech,Morocco,"Mosaic Hostel – Simple hostel with artistic decor, 10-minute walk to Jemaa El Fna",13.0
0923,accommodation,Hostel,Marrakech,Morocco,"Amour d’Auberge – Cozy hostel with mixed and female dorms, heart of Medina, near souks",12.0
0924,accommodation,Hostel,Marrakech,Morocco,"Riad Sijane – Traditional riad-hostel hybrid in Medina, with courtyard and terrace",15.0
0925,accommodation,Hostel,Marrakech,Morocco,"Rodamón Riad Marrakech – Stylish hostel with rooftop terrace, 10-minute walk to main square",14.0
0926,accommodation,Hostel,Marrakech,Morocco,"Hostel Dream Belko – Popular budget stay with bar and pool, near Jemaa El Fna",13.0
0927,accommodation,Guesthouse,Marrakech,Morocco,"Riad Dar Najat – Charming guesthouse in Medina, with courtyard, rooftop dining, and traditional decor",40.0
0928,accommodation,Guesthouse,Marrakech,Morocco,"Riad Joya – Minimalist Italian-style guesthouse in Medina, with cooking classes",80.0
0929,accommodation,Guesthouse,Marrakech,Morocco,"Riad Zitoun Jdid – Artistic guesthouse with hand-painted details, near Jewish quarter",60.0
0930,accommodation,Guesthouse,Marrakech,Morocco,"Riad Le Farnatchi – Boutique guesthouse across seven riads, with spa, in Medina",150.0
0931,accommodation,Guesthouse,Marrakech,Morocco,"Riad Kniza – Traditional guesthouse with ornate decor, near Koutoubia Mosque",120.0
0932,accommodation,Guesthouse,Marrakech,Morocco,"Riad Sarsar Airport – Simple guesthouse near Marrakech Menara Airport, basic amenities",35.0
0933,accommodation,Guesthouse,Marrakech,Morocco,"Riad Sybil – Boutique guesthouse with pool and garden, short walk to Jemaa El Fna",70.0
0934,accommodation,Guesthouse,Marrakech,Morocco,"Riad Rooftop Terrace View – Cozy guesthouse with stunning rooftop views, in Medina",45.0
0935,accommodation,Guesthouse,Marrakech,Morocco,"Riad Palais des Princesses – Elegant guesthouse in Medina, central location, traditional hospitality",50.0
0936,accommodation,Guesthouse,Marrakech,Morocco,"Riad Anika – Stylish guesthouse with courtyard and plunge pool, near souks",90.0
0937,accommodation,Hotel,Marrakech,Morocco,"Hotel Atlas – Basic 2-star hotel in Medina, close to Jemaa El Fna, simple rooms",20.0
0938,accommodation,Hotel,Marrakech,Morocco,"El Hamra Hotel – Affordable 3-star hotel with breakfast, near Medina",30.0
0939,accommodation,Hotel,Marrakech,Morocco,"Hotel Zaitoune – Budget 2-star hotel in Gueliz, modern area, basic amenities",25.0
0940,accommodation,Hotel,Marrakech,Morocco,"Hotel Ali – Traditional 3-star hotel overlooking Jemaa El Fna, rooftop terrace",35.0
0941,accommodation,Hotel,Marrakech,Morocco,"Hotel & Ryad Art Place – 4-star hotel with riad-style charm, near main square",100.0
0942,accommodation,Hotel,Marrakech,Morocco,"Kenzi Menara Palace – 4-star resort hotel with pool and gym, 10-minute drive to Medina",110.0
0943,accommodation,Hotel,Marrakech,Morocco,"Hotel Les Roches – 3-star hotel near Merzouga dunes, pool, good for day trips",40.0
0944,accommodation,Hotel,Marrakech,Morocco,"Labranda Aqua Fun Club – 4-star family hotel with water park, outside Medina",90.0
0945,accommodation,Hotel,Marrakech,Morocco,"Aqua Mirage Club – 4-star all-inclusive hotel with pool, ideal for families",95.0
0946,accommodation,Hotel,Marrakech,Morocco,"Eden Andalou Aquapark & Spa – 5-star hotel with aquapark and spa, family-friendly",130.0
0947,accommodation,Luxury Hotel,Marrakech,Morocco,"Royal Mansour Marrakech – Luxurious 5-star hotel with private riads, pools, and spa, near Medina",600.0
0948,accommodation,Luxury Hotel,Marrakech,Morocco,"La Mamounia – Iconic 5-star hotel with grand spa, gardens, and fine dining, near Jemaa El Fna",500.0
0949,accommodation,Luxury Hotel,Marrakech,Morocco,"Mandarin Oriental Marrakech – 5-star resort with villas, hammams, and golf courses, outside Medina",700.0
0950,accommodation,Luxury Hotel,Marrakech,Morocco,"The Oberoi Marrakech – 5-star luxury resort with private pools, spa, and Atlas Mountain views",650.0
0951,accommodation,Luxury Hotel,Marrakech,Morocco,"Four Seasons Resort Marrakech – 5-star hotel with pools, spa, and Moroccan decor, near Hivernage",450.0
0952,accommodation,Luxury Hotel,Marrakech,Morocco,"La Sultana Marrakech – 5-star riad-style hotel with rooftop terrace, near main square",400.0
